Vardas              Pavarde             ND1  ND2  ND3  ND4  ND5  ND6  ND7  ND8  ND9  ND10 Eg.  
Vardas8497          Pavarde8497         2    1    1    9    8    6    7    10   4    9    10   
Vardas8498          Pavarde8498         1    3    7    2    8    8    4    9    4    5    5    
Vardas8499          Pavarde8499         2    4    10   3    8    1    3    10   3    1    1    
Vardas8500          Pavarde8500         4    5    1    5    1    7    6    10   2    2    3    
Vardas8501          Pavarde8501         9    9    8    1    4    10   6    3    10   9    9    
Vardas8502          Pavarde8502         7    10   7    2    5    7    10   4    6    10   10   
Vardas8503          Pavarde8503         10   10   8    8    8    2    4    2    9    4    9    
Vardas8504          Pavarde8504         6    5    3    8    6    5    1    8    3    1    2    
Vardas8505          Pavarde8505         3    1    10   10   9    5    4    7    3    9    10   
Vardas8506          Pavarde8506         1    8    9    8    7    7    9    3    9    5    4    
Vardas8507          Pavarde8507         1    9    2    6    7    1    3    2    9    6    7    
Vardas8508          Pavarde8508         7    4    9    1    3    7    10   4    7    5    9    
Vardas8509          Pavarde8509         7    10   3    10   1    9    8    10   6    1    10   
Vardas8510          Pavarde8510         5    7    8    1    8    8    8    9    7    8    9    
Vardas8511          Pavarde8511         6    9    3    9    7    9    4    10   6    6    1    
Vardas8512          Pavarde8512         7    6    6    1    6    5    6    6    3    9    1    
Vardas8513          Pavarde8513         6    6    4    7    4    6    9    4    6    5    4    
Vardas8514          Pavarde8514         3    3    6    4    10   4    6    4    9    1    5    
Vardas8515          Pavarde8515         2    4    6    8    4    8    9    7    10   8    9    
Vardas8516          Pavarde8516         2    7    3    8    4    1    7    3    3    4    3    
Vardas8517          Pavarde8517         3    1    10   8    7    5    2    6    4    2    1    
Vardas8518          Pavarde8518         7    6    3    5    7    10   2    5    1    9    2    
Vardas8519          Pavarde8519         9    3    4    5    10   8    3    1    7    8    7    
Vardas8520          Pavarde8520         7    1    7    2    7    1    1    6    1    3    2    
Vardas8521          Pavarde8521         10   1    3    10   5    9    8    3    5    3    9    
Vardas8522          Pavarde8522         7    2    1    7    8    1    9    2    4    7    10   
Vardas8523          Pavarde8523         7    10   7    5    6    1    6    3    7    10   8    
Vardas8524          Pavarde8524         2    3    4    7    9    10   7    7    2    8    10   
Vardas8525          Pavarde8525         10   8    4    8    2    4    6    4    7    3    6    
Vardas8526          Pavarde8526         4    6    1    6    9    1    8    3    5    5    5    
Vardas8527          Pavarde8527         3    8    5    8    8    3    3    1    4    10   4    
Vardas8528          Pavarde8528         2    9    4    3    4    9    2    6    3    6    6    
Vardas8529          Pavarde8529         6    4    8    10   5    6    1    10   10   8    5    
Vardas8530          Pavarde8530         6    7    9    4    1    4    1    1    10   8    3    
Vardas8531          Pavarde8531         4    4    2    7    7    2    1    2    6    1    2    
Vardas8532          Pavarde8532         1    1    5    1    9    5    2    4    1    8    3    
Vardas8533          Pavarde8533         2    10   4    3    5    10   8    8    4    5    8    
Vardas8534          Pavarde8534         9    2    3    9    2    7    7    7    10   8    8    
Vardas8535          Pavarde8535         1    8    10   1    10   4    7    10   4    9    1    
Vardas8536          Pavarde8536         9    1    2    7    2    9    4    10   8    3    9    
Vardas8537          Pavarde8537         5    6    4    7    4    2    1    8    7    7    2    
Vardas8538          Pavarde8538         6    10   5    1    5    9    9    7    4    7    6    
Vardas8539          Pavarde8539         3    10   5    3    2    2    6    9    9    3    2    
Vardas8540          Pavarde8540         8    5    3    6    7    4    9    6    8    10   10   
Vardas8541          Pavarde8541         10   5    8    10   5    10   5    3    6    3    2    
Vardas8542          Pavarde8542         1    7    9    2    5    5    4    1    5    10   3    
Vardas8543          Pavarde8543         6    4    2    10   7    10   5    9    6    9    10   
Vardas8544          Pavarde8544         3    5    8    8    7    3    1    2    2    5    1    
Vardas8545          Pavarde8545         5    5    7    1    2    9    7    7    5    1    9    
Vardas8546          Pavarde8546         2    5    6    4    1    7    1    7    10   5    5    
Vardas8547          Pavarde8547         2    5    3    3    2    8    4    9    10   5    2    
Vardas8548          Pavarde8548         3    7    10   8    2    2    8    10   9    4    8    
Vardas8549          Pavarde8549         2    3    3    5    6    4    9    10   2    5    2    
Vardas8550          Pavarde8550         4    8    4    4    10   9    1    9    7    7    4    
Vardas8551          Pavarde8551         5    5    7    9    7    9    5    3    3    7    1    
Vardas8552          Pavarde8552         8    8    6    1    1    6    6    3    1    7    2    
Vardas8553          Pavarde8553         2    7    7    6    4    2    3    8    6    5    4    
Vardas8554          Pavarde8554         8    1    6    7    10   3    2    4    4    6    7    
Vardas8555          Pavarde8555         8    6    1    6    4    1    7    3    3    2    8    
Vardas8556          Pavarde8556         2    9    6    1    5    5    2    6    6    10   10   
Vardas8557          Pavarde8557         1    1    4    5    5    5    1    2    3    1    6    
Vardas8558          Pavarde8558         5    4    8    3    10   3    9    1    5    10   10   
Vardas8559          Pavarde8559         5    3    4    1    6    6    6    9    3    4    10   
Vardas8560          Pavarde8560         10   10   5    9    10   3    7    5    2    6    2    
Vardas8561          Pavarde8561         1    1    2    7    9    3    4    10   10   10   10   
Vardas8562          Pavarde8562         6    1    10   10   5    10   10   1    8    1    7    
Vardas8563          Pavarde8563         1    2    8    5    5    7    7    6    8    3    7    
Vardas8564          Pavarde8564         10   4    1    3    2    8    2    7    8    8    4    
Vardas8565          Pavarde8565         6    6    7    4    3    3    4    4    4    3    2    
Vardas8566          Pavarde8566         3    3    3    5    9    2    4    10   6    10   1    
Vardas8567          Pavarde8567         1    5    5    2    7    10   6    5    5    6    9    
Vardas8568          Pavarde8568         8    5    2    4    5    3    7    3    8    4    1    
Vardas8569          Pavarde8569         6    7    7    9    3    1    9    1    6    9    7    
Vardas8570          Pavarde8570         2    7    10   6    9    3    5    5    9    7    9    
Vardas8571          Pavarde8571         2    6    5    1    7    7    6    2    6    1    2    
Vardas8572          Pavarde8572         7    4    10   2    9    3    1    5    4    5    5    
Vardas8573          Pavarde8573         1    7    7    9    9    10   1    8    7    3    7    
Vardas8574          Pavarde8574         3    1    5    6    7    5    7    10   2    5    2    
Vardas8575          Pavarde8575         10   5    3    1    4    5    6    1    5    9    7    
Vardas8576          Pavarde8576         6    10   7    5    3    3    3    2    5    8    7    
Vardas8577          Pavarde8577         5    8    10   6    10   5    1    10   4    10   5    
Vardas8578          Pavarde8578         7    4    9    6    6    1    6    3    5    3    8    
Vardas8579          Pavarde8579         7    6    8    2    3    5    8    9    9    3    1    
Vardas8580          Pavarde8580         2    2    5    7    4    9    8    4    7    6    1    
Vardas8581          Pavarde8581         7    7    5    7    8    5    2    5    7    7    5    
Vardas8582          Pavarde8582         5    6    7    2    9    4    9    4    3    1    1    
Vardas8583          Pavarde8583         2    1    2    6    6    2    7    3    7    2    1    
Vardas8584          Pavarde8584         5    6    4    6    4    6    10   10   6    9    5    
Vardas8585          Pavarde8585         7    2    2    6    4    9    4    3    10   1    2    
Vardas8586          Pavarde8586         3    5    4    1    7    10   6    10   7    1    9    
Vardas8587          Pavarde8587         4    3    6    1    8    1    3    2    9    7    1    
Vardas8588          Pavarde8588         3    10   1    5    5    2    8    3    2    5    4    
Vardas8589          Pavarde8589         7    10   8    3    4    2    10   8    9    9    2    
Vardas8590          Pavarde8590         1    2    1    4    3    7    3    9    8    8    1    
Vardas8591          Pavarde8591         6    1    10   7    8    5    7    1    1    7    9    
Vardas8592          Pavarde8592         4    7    3    3    10   3    6    9    7    10   4    
Vardas8593          Pavarde8593         4    7    10   4    8    8    7    6    2    10   8    
Vardas8594          Pavarde8594         1    5    3    2    10   2    8    5    8    2    8    
Vardas8595          Pavarde8595         2    6    1    8    2    8    7    7    10   5    1    
Vardas8596          Pavarde8596         1    9    6    9    5    8    2    4    3    9    6    
Vardas8597          Pavarde8597         3    6    6    3    6    8    9    8    2    8    4    
Vardas8598          Pavarde8598         1    10   9    5    9    4    10   1    7    6    4    
Vardas8599          Pavarde8599         7    9    6    2    4    3    7    2    3    5    6    
Vardas8600          Pavarde8600         6    1    9    9    6    5    6    1    10   8    1    
Vardas8601          Pavarde8601         6    6    6    6    8    6    1    3    4    10   1    
Vardas8602          Pavarde8602         9    6    9    1    10   2    4    3    6    9    2    
Vardas8603          Pavarde8603         1    10   1    2    8    5    6    8    4    8    7    
Vardas8604          Pavarde8604         1    4    10   7    10   4    4    6    9    7    3    
Vardas8605          Pavarde8605         10   3    8    8    9    9    1    4    3    5    4    
Vardas8606          Pavarde8606         5    8    8    2    4    8    4    10   3    1    6    
Vardas8607          Pavarde8607         1    8    10   3    7    10   2    5    1    1    10   
Vardas8608          Pavarde8608         10   2    6    8    1    7    6    8    5    7    5    
Vardas8609          Pavarde8609         10   10   1    6    8    7    6    10   6    3    6    
Vardas8610          Pavarde8610         2    4    3    2    10   6    10   8    6    5    1    
Vardas8611          Pavarde8611         5    7    10   10   8    5    9    10   8    1    7    
Vardas8612          Pavarde8612         8    6    8    10   9    9    7    2    4    7    9    
Vardas8613          Pavarde8613         5    8    3    4    7    2    10   1    3    3    3    
Vardas8614          Pavarde8614         6    2    3    4    4    5    1    6    4    1    7    
Vardas8615          Pavarde8615         9    1    6    1    10   1    3    10   2    3    8    
Vardas8616          Pavarde8616         5    1    7    4    8    1    1    5    10   9    6    
Vardas8617          Pavarde8617         7    6    7    6    2    9    10   1    9    6    8    
Vardas8618          Pavarde8618         8    2    4    7    3    7    2    4    4    4    3    
Vardas8619          Pavarde8619         3    7    10   10   9    1    6    4    1    1    9    
Vardas8620          Pavarde8620         8    4    2    7    2    5    9    2    3    4    9    
Vardas8621          Pavarde8621         4    10   4    1    4    6    7    9    1    10   7    
Vardas8622          Pavarde8622         9    9    1    1    6    4    1    9    4    4    10   
Vardas8623          Pavarde8623         8    6    3    1    7    10   9    5    7    7    8    
Vardas8624          Pavarde8624         1    9    5    1    5    3    7    7    3    5    10   
Vardas8625          Pavarde8625         1    2    6    5    10   7    5    2    6    10   10   
Vardas8626          Pavarde8626         3    2    4    8    1    8    6    8    9    6    2    
Vardas8627          Pavarde8627         1    8    1    9    7    2    9    10   5    2    6    
Vardas8628          Pavarde8628         9    4    4    5    1    8    6    5    4    1    4    
Vardas8629          Pavarde8629         10   9    4    5    4    10   1    4    6    6    6    
Vardas8630          Pavarde8630         8    9    6    3    2    6    7    6    5    10   6    
Vardas8631          Pavarde8631         5    8    7    8    9    5    7    4    2    6    6    
Vardas8632          Pavarde8632         8    7    3    9    5    2    9    6    7    10   4    
Vardas8633          Pavarde8633         9    4    3    2    1    6    2    6    9    9    5    
Vardas8634          Pavarde8634         1    4    8    4    8    4    8    6    6    5    1    
Vardas8635          Pavarde8635         9    8    7    3    10   4    9    10   8    2    5    
Vardas8636          Pavarde8636         8    4    6    3    9    9    3    3    8    7    1    
Vardas8637          Pavarde8637         7    4    9    2    4    3    2    1    8    10   10   
Vardas8638          Pavarde8638         1    2    3    1    10   2    7    10   2    8    8    
Vardas8639          Pavarde8639         10   5    6    6    10   9    4    4    6    3    2    
Vardas8640          Pavarde8640         8    2    1    5    8    7    4    3    1    9    7    
Vardas8641          Pavarde8641         3    7    2    5    2    2    9    5    5    1    6    
Vardas8642          Pavarde8642         1    6    4    5    7    6    3    8    6    7    10   
Vardas8643          Pavarde8643         10   2    10   3    1    10   3    3    9    1    4    
Vardas8644          Pavarde8644         2    3    2    1    7    8    8    4    5    8    8    
Vardas8645          Pavarde8645         2    9    7    2    10   7    1    6    8    4    9    
Vardas8646          Pavarde8646         8    4    3    8    4    1    8    10   4    7    9    
Vardas8647          Pavarde8647         10   3    3    10   2    5    8    5    2    2    7    
Vardas8648          Pavarde8648         8    8    5    5    2    5    5    10   10   1    4    
Vardas8649          Pavarde8649         6    8    2    6    9    9    6    10   1    8    4    
Vardas8650          Pavarde8650         9    3    5    1    8    10   1    3    7    7    10   
Vardas8651          Pavarde8651         8    7    4    10   1    10   9    8    9    9    2    
Vardas8652          Pavarde8652         6    6    7    10   5    6    10   5    9    1    5    
Vardas8653          Pavarde8653         2    4    9    8    6    7    7    6    7    9    10   
Vardas8654          Pavarde8654         1    5    5    5    3    6    3    8    6    2    3    
Vardas8655          Pavarde8655         4    8    4    2    8    1    3    8    3    6    3    
Vardas8656          Pavarde8656         8    2    9    7    4    3    2    2    3    8    2    
Vardas8657          Pavarde8657         8    1    1    9    6    3    10   8    7    9    10   
Vardas8658          Pavarde8658         8    8    10   10   2    10   1    7    5    10   5    
Vardas8659          Pavarde8659         1    6    6    5    7    6    8    6    3    4    4    
Vardas8660          Pavarde8660         4    8    2    10   9    3    10   10   2    8    4    
Vardas8661          Pavarde8661         5    7    9    4    5    1    5    8    1    1    3    
Vardas8662          Pavarde8662         2    9    8    5    8    10   10   3    10   8    2    
Vardas8663          Pavarde8663         5    10   8    4    8    3    10   5    8    7    7    
Vardas8664          Pavarde8664         9    3    1    10   9    3    4    10   10   3    4    
Vardas8665          Pavarde8665         3    8    6    9    1    6    4    9    9    3    6    
Vardas8666          Pavarde8666         7    6    8    1    3    5    10   9    2    8    7    
Vardas8667          Pavarde8667         4    2    7    5    8    5    5    10   5    9    9    
Vardas8668          Pavarde8668         7    8    4    5    2    7    2    5    8    3    5    
Vardas8669          Pavarde8669         4    1    10   9    9    4    10   3    3    9    7    
Vardas8670          Pavarde8670         9    5    10   4    5    6    7    4    2    3    3    
Vardas8671          Pavarde8671         9    4    4    5    2    2    2    9    1    7    6    
Vardas8672          Pavarde8672         5    7    6    6    2    4    7    9    7    2    9    
Vardas8673          Pavarde8673         5    6    6    7    10   5    6    8    9    10   7    
Vardas8674          Pavarde8674         6    9    7    7    4    6    2    2    4    2    8    
Vardas8675          Pavarde8675         9    9    4    10   3    7    1    3    2    4    6    
Vardas8676          Pavarde8676         7    4    6    4    1    9    5    10   2    3    4    
Vardas8677          Pavarde8677         10   1    3    9    3    7    2    8    1    3    1    
Vardas8678          Pavarde8678         9    7    2    7    2    10   7    5    5    7    3    
Vardas8679          Pavarde8679         2    5    7    8    6    4    5    1    4    1    9    
Vardas8680          Pavarde8680         7    8    1    9    6    3    6    10   10   3    1    
Vardas8681          Pavarde8681         5    5    7    1    4    9    9    5    4    8    7    
Vardas8682          Pavarde8682         1    1    4    7    6    3    7    10   5    10   2    
Vardas8683          Pavarde8683         6    7    7    8    2    10   4    9    9    8    6    
Vardas8684          Pavarde8684         2    1    7    1    3    9    5    9    3    7    4    
Vardas8685          Pavarde8685         3    2    8    4    8    8    1    7    6    2    4    
Vardas8686          Pavarde8686         3    4    8    1    4    9    8    7    10   10   9    
Vardas8687          Pavarde8687         3    7    8    5    3    4    5    6    9    2    10   
Vardas8688          Pavarde8688         10   5    9    2    2    8    9    3    2    7    1    
Vardas8689          Pavarde8689         1    10   8    10   3    1    4    8    10   1    2    
Vardas8690          Pavarde8690         6    8    9    4    2    1    4    1    5    4    10   
Vardas8691          Pavarde8691         5    10   3    4    1    10   2    8    3    6    10   
Vardas8692          Pavarde8692         9    7    6    7    4    10   9    9    6    8    6    
Vardas8693          Pavarde8693         8    4    4    2    3    8    1    2    7    6    9    
Vardas8694          Pavarde8694         6    10   2    10   5    4    5    8    1    10   9    
Vardas8695          Pavarde8695         4    5    2    9    9    2    6    2    4    6    8    
Vardas8696          Pavarde8696         8    3    6    6    2    8    5    8    8    5    3    
Vardas8697          Pavarde8697         9    6    6    10   3    9    10   4    5    4    6    
Vardas8698          Pavarde8698         5    5    2    2    6    1    7    8    2    8    5    
Vardas8699          Pavarde8699         2    7    5    6    2    8    6    5    9    10   8    
Vardas8700          Pavarde8700         8    5    3    8    2    3    7    2    4    8    2    
Vardas8701          Pavarde8701         3    1    8    4    8    9    10   2    8    3    9    
Vardas8702          Pavarde8702         9    6    8    1    9    5    3    1    3    2    8    
Vardas8703          Pavarde8703         1    1    10   10   7    1    10   7    9    8    10   
Vardas8704          Pavarde8704         7    5    5    6    6    7    5    10   10   2    10   
Vardas8705          Pavarde8705         4    8    4    7    6    9    10   4    1    7    1    
Vardas8706          Pavarde8706         2    1    3    2    2    9    5    5    4    6    4    
Vardas8707          Pavarde8707         3    2    8    4    1    10   8    8    7    8    8    
Vardas8708          Pavarde8708         7    1    8    2    6    7    10   4    10   6    1    
Vardas8709          Pavarde8709         10   7    3    9    8    1    2    9    10   9    3    
Vardas8710          Pavarde8710         8    3    2    10   5    6    9    3    8    6    8    
Vardas8711          Pavarde8711         4    3    8    6    10   4    4    5    10   3    2    
Vardas8712          Pavarde8712         4    1    6    1    7    9    2    3    3    1    5    
Vardas8713          Pavarde8713         9    8    7    7    8    8    9    2    7    9    8    
Vardas8714          Pavarde8714         10   4    7    9    5    1    5    3    9    1    7    
Vardas8715          Pavarde8715         3    3    5    10   6    4    7    2    1    6    8    
Vardas8716          Pavarde8716         9    8    8    2    7    7    6    4    3    10   6    
Vardas8717          Pavarde8717         10   7    6    8    8    4    3    4    4    6    9    
Vardas8718          Pavarde8718         2    5    9    9    9    5    2    3    2    10   8    
Vardas8719          Pavarde8719         9    7    5    6    3    3    3    8    8    4    1    
Vardas8720          Pavarde8720         6    2    1    10   10   8    9    2    1    10   7    
Vardas8721          Pavarde8721         3    8    5    5    8    2    6    2    7    9    7    
Vardas8722          Pavarde8722         6    8    9    8    1    6    6    4    3    6    9    
Vardas8723          Pavarde8723         7    4    2    1    7    7    1    4    4    1    4    
Vardas8724          Pavarde8724         3    8    9    4    10   3    5    5    6    9    8    
Vardas8725          Pavarde8725         6    2    10   5    10   7    10   8    2    1    1    
Vardas8726          Pavarde8726         5    2    7    1    3    1    5    3    3    5    3    
Vardas8727          Pavarde8727         3    5    1    7    6    8    4    3    1    2    5    
Vardas8728          Pavarde8728         3    5    4    6    1    6    8    3    2    7    1    
Vardas8729          Pavarde8729         6    2    6    9    3    4    6    10   4    1    2    
Vardas8730          Pavarde8730         4    2    7    5    8    4    10   9    5    7    6    
Vardas8731          Pavarde8731         6    1    9    7    6    6    4    7    9    1    3    
Vardas8732          Pavarde8732         6    6    2    8    3    3    8    8    1    3    1    
Vardas8733          Pavarde8733         8    3    2    3    1    4    3    10   1    3    1    
Vardas8734          Pavarde8734         3    7    9    2    10   4    6    6    8    4    10   
Vardas8735          Pavarde8735         7    1    2    4    8    6    6    4    9    9    2    
Vardas8736          Pavarde8736         3    2    8    10   9    1    3    6    4    6    4    
Vardas8737          Pavarde8737         6    2    9    9    1    1    1    7    9    2    4    
Vardas8738          Pavarde8738         9    10   4    1    5    10   4    6    5    7    3    
Vardas8739          Pavarde8739         7    4    4    5    7    5    8    6    6    3    6    
Vardas8740          Pavarde8740         9    8    2    3    10   1    2    1    7    2    5    
Vardas8741          Pavarde8741         7    3    3    8    2    3    10   3    1    9    7    
Vardas8742          Pavarde8742         8    6    4    3    10   10   9    9    5    7    6    
Vardas8743          Pavarde8743         10   4    7    4    4    5    3    2    7    8    4    
Vardas8744          Pavarde8744         7    7    4    1    9    10   8    6    8    9    9    
Vardas8745          Pavarde8745         8    6    8    7    5    1    3    9    9    9    5    
Vardas8746          Pavarde8746         4    10   3    6    9    3    8    9    5    3    8    
Vardas8747          Pavarde8747         5    7    8    10   7    10   3    8    4    10   10   
Vardas8748          Pavarde8748         5    9    8    9    6    7    3    4    8    3    5    
Vardas8749          Pavarde8749         4    4    3    4    10   8    10   8    10   10   1    
Vardas8750          Pavarde8750         4    2    6    1    6    3    2    10   2    7    9    
Vardas8751          Pavarde8751         7    4    1    8    4    3    6    1    9    10   6    
Vardas8752          Pavarde8752         5    6    1    7    6    1    8    5    5    5    3    
Vardas8753          Pavarde8753         2    5    10   4    10   7    7    2    8    10   2    
Vardas8754          Pavarde8754         10   4    3    6    9    7    5    6    4    3    5    
Vardas8755          Pavarde8755         8    7    10   9    6    3    6    7    4    4    6    
Vardas8756          Pavarde8756         3    10   5    9    9    2    1    4    8    1    6    
Vardas8757          Pavarde8757         4    9    1    3    8    5    5    8    9    2    8    
Vardas8758          Pavarde8758         3    6    4    5    6    1    1    8    2    10   1    
Vardas8759          Pavarde8759         9    8    5    8    1    5    9    8    8    5    8    
Vardas8760          Pavarde8760         3    6    8    2    5    6    6    1    8    10   4    
Vardas8761          Pavarde8761         8    9    5    3    3    6    5    1    7    9    6    
Vardas8762          Pavarde8762         3    2    2    6    3    4    2    1    7    7    5    
Vardas8763          Pavarde8763         3    2    6    4    7    5    2    9    7    5    8    
Vardas8764          Pavarde8764         5    5    6    3    6    6    9    8    8    6    3    
Vardas8765          Pavarde8765         5    1    5    8    8    9    3    3    5    9    8    
Vardas8766          Pavarde8766         8    10   6    2    8    8    7    9    3    4    6    
Vardas8767          Pavarde8767         1    5    4    6    6    8    9    5    3    10   5    
Vardas8768          Pavarde8768         1    3    7    1    8    4    1    6    6    5    8    
Vardas8769          Pavarde8769         6    3    1    8    2    9    8    4    5    2    7    
Vardas8770          Pavarde8770         3    2    6    1    1    3    10   1    5    6    6    
Vardas8771          Pavarde8771         7    1    4    6    8    10   3    5    9    6    1    
Vardas8772          Pavarde8772         5    6    8    7    3    3    9    4    3    6    8    
Vardas8773          Pavarde8773         1    8    7    8    7    7    4    6    9    3    3    
Vardas8774          Pavarde8774         5    1    4    3    3    5    7    5    3    2    7    
Vardas8775          Pavarde8775         9    2    5    7    8    1    8    1    2    6    8    
Vardas8776          Pavarde8776         8    7    4    7    7    5    2    5    6    9    2    
Vardas8777          Pavarde8777         8    4    2    9    9    5    1    10   2    9    10   
Vardas8778          Pavarde8778         7    1    4    3    1    2    7    3    3    2    3    
Vardas8779          Pavarde8779         7    5    2    5    1    2    10   9    9    10   4    
Vardas8780          Pavarde8780         3    8    3    10   5    9    5    2    2    7    5    
Vardas8781          Pavarde8781         1    6    4    10   8    1    3    8    4    9    7    
Vardas8782          Pavarde8782         4    3    1    8    3    8    10   4    2    5    5    
Vardas8783          Pavarde8783         7    9    2    1    9    8    10   8    8    3    4    
Vardas8784          Pavarde8784         6    8    7    8    4    5    4    6    7    9    4    
Vardas8785          Pavarde8785         10   8    8    8    4    1    10   5    1    7    7    
Vardas8786          Pavarde8786         6    3    4    4    6    6    2    7    1    3    3    
Vardas8787          Pavarde8787         4    1    3    9    6    10   8    8    2    8    9    
Vardas8788          Pavarde8788         2    3    5    5    6    5    8    2    7    8    2    
Vardas8789          Pavarde8789         4    10   8    5    3    8    10   4    4    1    10   
Vardas8790          Pavarde8790         2    8    2    4    3    10   4    3    7    3    7    
Vardas8791          Pavarde8791         2    7    10   5    8    8    1    8    5    6    10   
Vardas8792          Pavarde8792         2    7    2    6    4    8    1    2    9    6    3    
Vardas8793          Pavarde8793         5    7    3    7    2    8    8    10   9    1    7    
Vardas8794          Pavarde8794         4    7    9    8    2    9    10   9    8    7    1    
Vardas8795          Pavarde8795         10   4    1    8    6    1    9    7    8    2    3    
Vardas8796          Pavarde8796         2    3    2    2    9    7    1    4    6    2    3    
Vardas8797          Pavarde8797         9    10   3    5    10   10   1    7    6    4    5    
Vardas8798          Pavarde8798         10   9    2    10   7    2    2    5    5    5    7    
Vardas8799          Pavarde8799         7    1    8    4    6    1    4    3    4    2    5    
Vardas8800          Pavarde8800         7    3    10   8    6    8    2    6    2    9    5    
Vardas8801          Pavarde8801         4    5    4    3    10   8    8    3    5    3    5    
Vardas8802          Pavarde8802         4    2    8    4    4    2    10   1    2    7    3    
Vardas8803          Pavarde8803         9    2    3    1    3    1    5    7    3    2    7    
Vardas8804          Pavarde8804         1    1    8    9    10   9    1    5    4    3    10   
Vardas8805          Pavarde8805         4    5    10   4    5    4    2    4    2    10   7    
Vardas8806          Pavarde8806         7    8    1    3    1    9    4    2    2    9    5    
Vardas8807          Pavarde8807         9    8    10   9    4    10   10   10   2    10   8    
Vardas8808          Pavarde8808         8    2    6    3    3    4    2    4    4    3    10   
Vardas8809          Pavarde8809         3    7    3    2    1    5    10   5    8    5    4    
Vardas8810          Pavarde8810         1    2    4    7    3    1    10   5    7    6    5    
Vardas8811          Pavarde8811         10   5    3    10   6    9    6    9    3    6    8    
Vardas8812          Pavarde8812         7    8    7    3    1    9    10   7    6    10   6    
Vardas8813          Pavarde8813         9    4    7    8    9    10   6    4    6    8    4    
Vardas8814          Pavarde8814         6    7    7    4    5    10   7    8    2    6    9    
Vardas8815          Pavarde8815         4    4    1    6    9    4    3    10   2    10   2    
Vardas8816          Pavarde8816         3    4    5    9    9    9    10   1    9    3    10   
Vardas8817          Pavarde8817         8    2    10   1    5    5    1    1    2    1    1    
Vardas8818          Pavarde8818         8    5    5    10   6    7    9    1    6    6    2    
Vardas8819          Pavarde8819         2    6    7    8    9    4    8    8    9    1    3    
Vardas8820          Pavarde8820         8    4    9    4    5    4    6    4    5    2    10   
Vardas8821          Pavarde8821         6    7    10   3    3    4    1    5    7    7    10   
Vardas8822          Pavarde8822         2    5    5    10   8    9    3    8    8    2    8    
Vardas8823          Pavarde8823         2    4    3    9    9    8    6    8    7    3    1    
Vardas8824          Pavarde8824         6    5    8    7    9    2    7    8    10   2    4    
Vardas8825          Pavarde8825         6    9    6    7    10   8    7    2    9    8    6    
Vardas8826          Pavarde8826         7    5    3    6    1    3    6    10   4    6    3    
Vardas8827          Pavarde8827         8    6    6    9    8    10   9    5    9    5    3    
Vardas8828          Pavarde8828         10   5    2    3    5    4    2    7    3    8    1    
Vardas8829          Pavarde8829         7    9    8    10   9    10   4    3    9    8    8    
Vardas8830          Pavarde8830         4    5    4    8    8    9    4    5    2    9    9    
Vardas8831          Pavarde8831         8    4    3    9    8    7    6    3    5    7    10   
Vardas8832          Pavarde8832         9    1    10   8    4    1    9    10   7    3    1    
Vardas8833          Pavarde8833         4    1    2    2    5    3    2    9    2    10   4    
Vardas8834          Pavarde8834         10   6    4    5    2    4    8    10   4    6    9    
Vardas8835          Pavarde8835         3    4    8    1    4    8    7    3    5    9    4    
Vardas8836          Pavarde8836         10   8    5    3    10   3    4    8    5    7    5    
Vardas8837          Pavarde8837         10   9    5    4    7    6    5    1    1    1    1    
Vardas8838          Pavarde8838         3    10   7    1    6    6    2    5    1    6    5    
Vardas8839          Pavarde8839         3    10   2    3    4    4    3    2    7    4    4    
Vardas8840          Pavarde8840         5    1    10   2    3    10   6    4    7    6    10   
Vardas8841          Pavarde8841         9    10   10   10   3    10   9    6    8    8    6    
Vardas8842          Pavarde8842         4    2    6    4    9    7    9    8    5    7    10   
Vardas8843          Pavarde8843         7    1    8    1    6    6    4    10   6    4    7    
Vardas8844          Pavarde8844         6    10   5    6    7    7    1    1    7    9    7    
Vardas8845          Pavarde8845         4    6    1    6    6    8    7    3    1    8    2    
Vardas8846          Pavarde8846         5    5    8    7    10   7    4    1    6    8    8    
Vardas8847          Pavarde8847         3    10   9    5    4    7    2    5    2    7    9    
Vardas8848          Pavarde8848         9    9    6    9    3    2    4    5    2    4    1    
Vardas8849          Pavarde8849         1    10   3    9    10   8    8    3    2    4    5    
Vardas8850          Pavarde8850         10   8    5    2    9    9    2    10   1    3    9    
Vardas8851          Pavarde8851         3    8    1    3    3    4    5    7    3    2    4    
Vardas8852          Pavarde8852         10   1    10   4    1    3    5    4    9    1    9    
Vardas8853          Pavarde8853         9    9    7    2    1    7    1    7    7    4    5    
Vardas8854          Pavarde8854         7    1    8    1    6    8    1    6    7    3    2    
Vardas8855          Pavarde8855         1    2    7    9    10   7    8    10   9    3    4    
Vardas8856          Pavarde8856         4    10   6    2    2    9    10   10   10   4    10   
Vardas8857          Pavarde8857         9    8    2    1    1    3    3    9    10   3    5    
Vardas8858          Pavarde8858         4    10   8    3    4    2    9    3    7    6    8    
Vardas8859          Pavarde8859         7    8    5    2    10   3    8    9    6    2    8    
Vardas8860          Pavarde8860         3    1    3    8    3    4    3    3    6    10   2    
Vardas8861          Pavarde8861         6    9    1    9    1    10   8    5    10   8    1    
Vardas8862          Pavarde8862         9    9    9    1    9    6    1    5    9    2    9    
