Vardas              Pavarde             ND1  ND2  ND3  ND4  ND5  ND6  ND7  ND8  ND9  ND10 Eg.  
Vardas7198          Pavarde7198         2    2    9    9    10   5    7    5    5    8    5    
Vardas7199          Pavarde7199         6    2    9    3    5    4    1    3    9    9    7    
Vardas7200          Pavarde7200         4    3    6    4    4    5    5    5    5    7    2    
Vardas7201          Pavarde7201         8    1    5    7    10   1    10   4    9    4    1    
Vardas7202          Pavarde7202         6    6    7    6    5    10   2    6    3    4    5    
Vardas7203          Pavarde7203         7    4    5    2    4    3    8    7    7    1    6    
Vardas7204          Pavarde7204         2    10   7    3    4    5    6    9    9    5    5    
Vardas7205          Pavarde7205         4    1    9    7    10   1    6    4    6    9    3    
Vardas7206          Pavarde7206         4    3    7    10   10   5    10   7    10   8    2    
Vardas7207          Pavarde7207         6    10   3    3    6    1    10   9    9    2    8    
Vardas7208          Pavarde7208         7    1    7    6    9    9    1    9    1    7    6    
Vardas7209          Pavarde7209         5    6    4    8    9    9    10   5    6    1    6    
Vardas7210          Pavarde7210         5    1    5    9    4    5    9    8    2    2    8    
Vardas7211          Pavarde7211         6    1    6    5    2    9    3    9    5    9    5    
Vardas7212          Pavarde7212         7    8    5    3    5    2    9    3    8    8    5    
Vardas7213          Pavarde7213         2    5    9    9    6    10   6    1    10   5    5    
Vardas7214          Pavarde7214         2    2    9    4    6    3    7    2    7    7    3    
Vardas7215          Pavarde7215         10   9    4    8    4    4    3    2    8    2    7    
Vardas7216          Pavarde7216         8    5    6    7    3    10   1    2    10   4    9    
Vardas7217          Pavarde7217         5    10   9    7    5    3    3    8    3    1    9    
Vardas7218          Pavarde7218         10   9    1    5    10   9    7    2    3    7    7    
Vardas7219          Pavarde7219         7    1    3    6    7    5    9    3    2    6    5    
Vardas7220          Pavarde7220         1    3    8    2    4    5    4    1    2    6    9    
Vardas7221          Pavarde7221         1    2    9    7    6    9    5    4    1    5    10   
Vardas7222          Pavarde7222         6    6    10   7    7    10   2    10   9    4    3    
Vardas7223          Pavarde7223         7    3    2    8    9    1    5    9    8    9    9    
Vardas7224          Pavarde7224         10   7    3    7    5    4    5    6    5    1    3    
Vardas7225          Pavarde7225         1    3    6    4    9    5    8    1    5    9    2    
Vardas7226          Pavarde7226         10   7    3    5    7    7    6    9    4    9    1    
Vardas7227          Pavarde7227         7    10   8    7    9    2    7    9    8    4    2    
Vardas7228          Pavarde7228         9    9    4    8    9    9    1    8    2    1    5    
Vardas7229          Pavarde7229         6    1    3    2    7    2    6    1    9    2    2    
Vardas7230          Pavarde7230         3    1    8    9    10   2    4    6    6    5    9    
Vardas7231          Pavarde7231         5    6    7    9    7    7    7    7    6    1    1    
Vardas7232          Pavarde7232         10   10   7    3    3    4    6    2    10   9    4    
Vardas7233          Pavarde7233         4    10   3    1    5    10   8    4    3    6    7    
Vardas7234          Pavarde7234         10   1    1    9    2    5    7    1    4    1    1    
Vardas7235          Pavarde7235         9    2    9    6    5    9    4    8    7    2    1    
Vardas7236          Pavarde7236         5    5    8    5    7    2    6    6    8    2    8    
Vardas7237          Pavarde7237         10   10   4    8    6    9    8    3    4    10   2    
Vardas7238          Pavarde7238         2    9    1    5    2    3    1    4    4    10   3    
Vardas7239          Pavarde7239         4    8    4    1    2    3    7    9    4    8    10   
Vardas7240          Pavarde7240         8    8    7    1    1    4    9    2    4    10   8    
Vardas7241          Pavarde7241         7    1    9    6    4    1    6    10   5    2    10   
Vardas7242          Pavarde7242         9    4    8    9    7    2    4    5    1    2    7    
Vardas7243          Pavarde7243         2    5    6    8    3    6    6    8    2    6    2    
Vardas7244          Pavarde7244         7    8    5    3    7    3    2    2    1    6    8    
Vardas7245          Pavarde7245         10   3    10   8    7    5    10   7    1    1    9    
Vardas7246          Pavarde7246         10   1    5    5    6    4    9    8    6    5    6    
Vardas7247          Pavarde7247         2    2    1    5    3    10   9    7    5    10   10   
Vardas7248          Pavarde7248         10   6    2    1    5    6    1    1    6    10   10   
Vardas7249          Pavarde7249         7    7    7    5    2    8    7    9    6    3    8    
Vardas7250          Pavarde7250         9    4    3    6    2    3    7    9    4    1    3    
Vardas7251          Pavarde7251         7    6    8    3    7    8    6    5    5    3    4    
Vardas7252          Pavarde7252         9    1    3    9    2    6    4    3    2    3    9    
Vardas7253          Pavarde7253         4    6    2    3    9    7    5    5    5    6    10   
Vardas7254          Pavarde7254         6    10   4    10   4    2    6    4    6    8    8    
Vardas7255          Pavarde7255         4    6    3    8    7    7    7    2    10   6    10   
Vardas7256          Pavarde7256         9    7    9    10   10   2    9    6    8    10   1    
Vardas7257          Pavarde7257         1    1    8    9    2    6    6    7    4    3    1    
Vardas7258          Pavarde7258         4    4    1    5    1    8    7    9    10   2    4    
Vardas7259          Pavarde7259         1    7    8    1    2    3    7    2    1    2    10   
Vardas7260          Pavarde7260         7    9    3    1    10   4    1    10   10   6    4    
Vardas7261          Pavarde7261         9    9    5    6    6    5    10   5    10   9    1    
Vardas7262          Pavarde7262         3    7    9    7    3    2    5    4    3    4    7    
Vardas7263          Pavarde7263         2    4    8    6    2    9    8    10   2    2    8    
Vardas7264          Pavarde7264         5    9    4    5    9    10   5    7    9    2    4    
Vardas7265          Pavarde7265         8    1    10   3    9    10   5    4    7    9    2    
Vardas7266          Pavarde7266         10   4    10   1    5    7    10   2    8    2    9    
Vardas7267          Pavarde7267         7    9    2    4    4    7    10   10   2    8    9    
Vardas7268          Pavarde7268         5    6    1    7    1    5    3    1    8    1    3    
Vardas7269          Pavarde7269         10   2    2    9    3    1    1    8    1    9    8    
Vardas7270          Pavarde7270         9    2    7    1    9    6    1    8    7    2    10   
Vardas7271          Pavarde7271         4    3    8    4    5    6    10   8    4    8    9    
Vardas7272          Pavarde7272         6    5    1    3    6    5    10   5    2    7    2    
Vardas7273          Pavarde7273         5    9    5    8    10   8    1    2    10   6    1    
Vardas7274          Pavarde7274         1    2    10   9    3    9    2    8    5    10   5    
Vardas7275          Pavarde7275         9    7    4    4    2    10   3    1    9    6    7    
Vardas7276          Pavarde7276         2    3    8    9    3    1    5    10   10   5    7    
Vardas7277          Pavarde7277         8    9    5    2    5    4    1    2    8    10   5    
Vardas7278          Pavarde7278         10   5    8    9    10   9    4    2    4    4    10   
Vardas7279          Pavarde7279         9    10   4    3    9    9    8    2    10   1    10   
Vardas7280          Pavarde7280         8    4    6    2    6    5    1    3    3    1    4    
Vardas7281          Pavarde7281         10   4    7    9    3    1    8    4    5    3    10   
Vardas7282          Pavarde7282         8    8    3    7    9    8    5    5    10   5    8    
Vardas7283          Pavarde7283         10   7    4    8    5    2    1    9    5    7    9    
Vardas7284          Pavarde7284         3    9    1    4    7    5    3    10   6    3    1    
Vardas7285          Pavarde7285         2    5    2    3    6    4    5    10   3    4    5    
Vardas7286          Pavarde7286         1    9    1    10   1    2    8    6    7    2    7    
Vardas7287          Pavarde7287         9    9    7    4    5    8    5    5    2    9    2    
Vardas7288          Pavarde7288         1    5    6    8    5    2    6    6    3    1    2    
Vardas7289          Pavarde7289         2    3    9    4    1    8    3    8    8    9    9    
Vardas7290          Pavarde7290         2    5    1    2    1    9    10   10   9    8    8    
Vardas7291          Pavarde7291         6    9    1    10   5    3    5    1    9    10   1    
Vardas7292          Pavarde7292         1    9    6    1    5    9    6    4    9    9    4    
Vardas7293          Pavarde7293         7    9    6    6    1    3    5    5    10   2    2    
Vardas7294          Pavarde7294         5    10   2    5    3    6    3    1    5    10   4    
Vardas7295          Pavarde7295         10   9    8    3    3    1    9    6    3    5    10   
Vardas7296          Pavarde7296         7    5    10   5    1    8    4    3    4    8    5    
Vardas7297          Pavarde7297         5    3    6    6    6    7    8    5    8    6    8    
Vardas7298          Pavarde7298         8    2    9    1    3    5    9    1    8    5    10   
Vardas7299          Pavarde7299         7    4    3    2    8    6    2    3    6    9    2    
Vardas7300          Pavarde7300         2    1    3    7    4    9    6    2    5    10   10   
Vardas7301          Pavarde7301         3    5    5    2    1    4    8    2    5    1    4    
Vardas7302          Pavarde7302         4    2    3    7    6    4    8    1    2    6    8    
Vardas7303          Pavarde7303         3    10   3    10   7    9    2    2    5    5    10   
Vardas7304          Pavarde7304         4    2    5    7    8    3    3    3    1    8    5    
Vardas7305          Pavarde7305         8    2    10   3    6    4    6    4    9    2    10   
Vardas7306          Pavarde7306         2    7    8    4    2    2    6    5    9    4    5    
Vardas7307          Pavarde7307         9    2    3    7    7    4    7    8    9    1    5    
Vardas7308          Pavarde7308         4    10   6    5    10   3    5    7    7    1    1    
Vardas7309          Pavarde7309         7    3    2    1    4    1    5    8    8    2    4    
Vardas7310          Pavarde7310         2    10   6    2    5    7    3    4    2    1    4    
Vardas7311          Pavarde7311         7    10   8    9    2    7    9    6    8    4    3    
Vardas7312          Pavarde7312         2    3    4    4    5    5    2    9    7    4    2    
Vardas7313          Pavarde7313         2    7    7    10   1    5    10   6    9    1    4    
Vardas7314          Pavarde7314         9    4    7    8    4    5    10   8    5    2    4    
Vardas7315          Pavarde7315         7    3    2    5    4    8    10   2    2    5    9    
Vardas7316          Pavarde7316         5    6    3    2    9    5    3    10   4    8    6    
Vardas7317          Pavarde7317         8    5    8    2    3    8    8    6    7    3    4    
Vardas7318          Pavarde7318         8    8    5    9    10   4    1    8    6    3    1    
Vardas7319          Pavarde7319         8    4    5    2    5    9    6    10   1    7    2    
Vardas7320          Pavarde7320         10   3    7    4    8    8    1    9    10   4    5    
Vardas7321          Pavarde7321         2    8    2    8    8    7    5    3    3    4    2    
Vardas7322          Pavarde7322         7    8    1    6    8    1    2    8    6    6    7    
Vardas7323          Pavarde7323         3    7    6    9    3    8    8    6    7    9    2    
Vardas7324          Pavarde7324         5    6    8    1    7    4    5    6    7    8    4    
Vardas7325          Pavarde7325         7    1    7    3    7    8    1    1    1    1    10   
Vardas7326          Pavarde7326         2    8    8    7    6    2    6    1    2    10   3    
Vardas7327          Pavarde7327         2    4    9    9    5    4    2    10   7    6    6    
Vardas7328          Pavarde7328         1    8    4    3    9    9    8    5    1    8    7    
Vardas7329          Pavarde7329         6    10   5    1    9    1    3    7    3    5    5    
Vardas7330          Pavarde7330         6    10   2    6    9    5    6    1    5    2    10   
Vardas7331          Pavarde7331         5    9    7    10   5    5    4    6    10   8    4    
Vardas7332          Pavarde7332         2    2    6    5    8    4    2    8    9    3    8    
Vardas7333          Pavarde7333         4    4    4    8    9    5    7    4    3    6    3    
Vardas7334          Pavarde7334         6    1    2    5    6    7    10   10   7    9    5    
Vardas7335          Pavarde7335         9    4    3    4    7    10   1    10   6    8    4    
Vardas7336          Pavarde7336         3    10   4    9    2    2    4    7    8    7    1    
Vardas7337          Pavarde7337         8    6    2    1    4    6    4    4    9    6    10   
Vardas7338          Pavarde7338         1    10   2    8    9    6    4    9    2    5    5    
Vardas7339          Pavarde7339         5    5    4    7    10   5    9    1    5    6    3    
Vardas7340          Pavarde7340         1    4    2    10   4    2    3    5    5    7    9    
Vardas7341          Pavarde7341         3    9    9    10   2    3    7    7    3    6    10   
Vardas7342          Pavarde7342         8    7    7    6    5    8    10   4    7    10   10   
Vardas7343          Pavarde7343         2    10   1    6    1    7    1    5    3    6    7    
Vardas7344          Pavarde7344         9    9    3    7    8    8    5    8    9    7    5    
Vardas7345          Pavarde7345         3    3    3    7    4    4    5    8    5    4    7    
Vardas7346          Pavarde7346         7    9    5    1    1    1    4    5    2    6    1    
Vardas7347          Pavarde7347         7    9    7    8    7    7    8    2    6    7    3    
Vardas7348          Pavarde7348         1    5    6    1    1    8    9    1    8    7    9    
Vardas7349          Pavarde7349         9    6    2    5    4    5    10   10   4    8    8    
Vardas7350          Pavarde7350         6    9    6    5    8    6    9    6    8    2    8    
Vardas7351          Pavarde7351         5    6    5    6    5    1    4    4    9    4    7    
Vardas7352          Pavarde7352         3    8    8    4    2    4    6    5    1    2    7    
Vardas7353          Pavarde7353         3    3    4    10   9    10   8    1    3    8    6    
Vardas7354          Pavarde7354         4    7    5    5    6    4    7    4    6    9    2    
Vardas7355          Pavarde7355         8    8    5    7    6    10   10   9    3    10   5    
Vardas7356          Pavarde7356         7    9    3    2    10   10   2    3    6    8    2    
Vardas7357          Pavarde7357         2    1    9    4    9    4    10   1    8    8    3    
Vardas7358          Pavarde7358         7    2    4    9    10   8    3    9    1    6    4    
Vardas7359          Pavarde7359         9    10   2    4    7    1    2    10   3    4    7    
Vardas7360          Pavarde7360         8    8    1    2    6    8    5    3    6    2    3    
Vardas7361          Pavarde7361         7    10   7    10   1    8    6    4    4    7    4    
Vardas7362          Pavarde7362         7    2    5    2    8    10   7    6    6    5    7    
Vardas7363          Pavarde7363         9    3    6    8    5    5    1    2    5    6    4    
Vardas7364          Pavarde7364         9    10   4    5    2    10   9    8    6    9    9    
Vardas7365          Pavarde7365         1    6    9    1    8    2    2    10   4    3    8    
Vardas7366          Pavarde7366         8    1    10   7    1    5    3    10   6    6    5    
Vardas7367          Pavarde7367         9    4    7    2    2    3    8    8    1    2    6    
Vardas7368          Pavarde7368         1    5    5    4    4    10   10   4    3    7    5    
Vardas7369          Pavarde7369         1    1    3    3    4    4    2    1    3    10   5    
Vardas7370          Pavarde7370         8    1    2    3    3    4    10   6    1    2    6    
Vardas7371          Pavarde7371         9    3    2    6    6    2    5    6    1    6    6    
Vardas7372          Pavarde7372         5    9    5    7    4    6    2    6    9    7    2    
Vardas7373          Pavarde7373         3    6    8    5    7    3    10   10   9    8    1    
Vardas7374          Pavarde7374         1    3    4    1    1    5    6    5    10   1    5    
Vardas7375          Pavarde7375         2    1    9    4    10   7    3    1    3    8    1    
Vardas7376          Pavarde7376         7    5    8    7    8    4    7    3    1    7    6    
Vardas7377          Pavarde7377         3    9    8    3    9    4    1    6    9    7    7    
Vardas7378          Pavarde7378         5    1    2    7    2    6    5    7    7    2    8    
Vardas7379          Pavarde7379         9    2    2    5    1    10   4    4    8    8    1    
Vardas7380          Pavarde7380         3    5    9    10   10   8    4    4    10   8    5    
Vardas7381          Pavarde7381         7    4    2    9    6    2    3    1    9    9    7    
Vardas7382          Pavarde7382         9    9    1    10   2    9    6    3    7    7    10   
Vardas7383          Pavarde7383         7    2    1    1    3    6    8    5    2    3    9    
Vardas7384          Pavarde7384         1    7    8    5    2    7    4    4    10   1    7    
Vardas7385          Pavarde7385         3    6    1    5    5    2    3    3    9    7    8    
Vardas7386          Pavarde7386         10   6    9    4    6    7    3    1    4    5    5    
Vardas7387          Pavarde7387         9    5    3    7    1    2    3    2    5    8    3    
Vardas7388          Pavarde7388         7    2    8    6    9    9    4    6    5    3    3    
Vardas7389          Pavarde7389         7    10   2    8    5    1    10   4    2    3    5    
Vardas7390          Pavarde7390         8    5    8    1    3    6    5    10   10   2    8    
Vardas7391          Pavarde7391         7    2    6    9    5    1    8    1    9    9    5    
Vardas7392          Pavarde7392         4    10   3    5    3    10   4    3    8    5    10   
Vardas7393          Pavarde7393         10   7    7    4    6    2    1    8    3    8    1    
Vardas7394          Pavarde7394         9    9    7    5    2    7    4    4    2    6    8    
Vardas7395          Pavarde7395         6    2    4    8    7    1    7    3    4    10   2    
Vardas7396          Pavarde7396         3    3    6    8    1    2    6    1    8    2    1    
Vardas7397          Pavarde7397         2    5    6    4    10   2    4    5    4    10   7    
Vardas7398          Pavarde7398         1    8    8    8    9    1    3    5    6    5    5    
Vardas7399          Pavarde7399         10   3    7    10   2    7    1    4    6    6    6    
Vardas7400          Pavarde7400         5    3    10   1    5    4    4    10   8    4    9    
Vardas7401          Pavarde7401         1    9    8    10   8    3    10   3    3    8    3    
Vardas7402          Pavarde7402         4    2    3    4    10   6    3    5    6    2    8    
Vardas7403          Pavarde7403         8    6    6    4    1    7    2    5    5    10   10   
Vardas7404          Pavarde7404         10   7    1    1    10   7    5    6    3    7    1    
Vardas7405          Pavarde7405         6    2    4    3    2    3    2    3    1    3    2    
Vardas7406          Pavarde7406         2    2    1    6    10   3    9    6    6    1    10   
Vardas7407          Pavarde7407         8    3    7    8    7    4    1    1    6    4    6    
Vardas7408          Pavarde7408         10   5    10   1    1    3    5    4    9    2    6    
Vardas7409          Pavarde7409         6    7    6    5    9    5    8    7    2    9    4    
Vardas7410          Pavarde7410         2    9    8    1    8    1    1    8    7    3    10   
Vardas7411          Pavarde7411         2    7    9    9    6    5    4    5    8    8    4    
Vardas7412          Pavarde7412         3    5    10   4    2    4    7    6    7    1    9    
Vardas7413          Pavarde7413         9    9    4    2    2    5    4    6    6    3    5    
Vardas7414          Pavarde7414         2    9    2    3    1    8    7    3    5    6    4    
Vardas7415          Pavarde7415         7    3    5    3    1    9    5    9    5    10   9    
Vardas7416          Pavarde7416         4    5    6    6    6    9    3    9    9    9    8    
Vardas7417          Pavarde7417         6    1    7    3    5    1    6    4    4    5    9    
Vardas7418          Pavarde7418         6    8    5    7    9    3    1    3    7    10   10   
Vardas7419          Pavarde7419         4    5    10   5    8    1    2    7    5    1    4    
Vardas7420          Pavarde7420         9    9    1    2    2    9    7    2    10   10   5    
Vardas7421          Pavarde7421         6    10   2    6    1    4    8    4    6    10   5    
Vardas7422          Pavarde7422         9    10   5    2    6    6    4    5    10   3    7    
Vardas7423          Pavarde7423         4    9    4    4    1    9    2    2    9    9    1    
Vardas7424          Pavarde7424         1    4    7    4    2    3    3    9    1    3    3    
Vardas7425          Pavarde7425         10   5    9    1    1    7    10   5    3    4    8    
Vardas7426          Pavarde7426         9    6    2    2    10   6    3    4    6    7    9    
Vardas7427          Pavarde7427         7    2    4    9    3    8    4    5    1    5    9    
Vardas7428          Pavarde7428         6    9    9    3    5    10   9    5    1    5    7    
Vardas7429          Pavarde7429         6    5    3    6    2    7    9    8    9    7    5    
Vardas7430          Pavarde7430         5    7    4    10   1    3    1    7    1    1    1    
Vardas7431          Pavarde7431         9    2    1    2    5    3    5    4    8    2    4    
Vardas7432          Pavarde7432         6    7    5    2    9    6    7    9    1    8    8    
Vardas7433          Pavarde7433         5    6    6    9    1    3    10   2    2    4    6    
Vardas7434          Pavarde7434         8    9    9    3    9    7    10   2    10   9    8    
Vardas7435          Pavarde7435         10   5    10   2    7    7    3    3    10   7    4    
Vardas7436          Pavarde7436         7    4    8    10   9    1    9    3    8    6    3    
Vardas7437          Pavarde7437         8    4    7    6    10   8    5    4    8    7    3    
Vardas7438          Pavarde7438         8    1    3    8    6    10   1    5    9    7    3    
Vardas7439          Pavarde7439         5    5    6    8    10   2    7    7    5    7    6    
Vardas7440          Pavarde7440         8    1    2    10   9    2    3    6    2    4    3    
Vardas7441          Pavarde7441         10   1    5    6    6    1    10   1    1    3    9    
Vardas7442          Pavarde7442         3    6    1    1    8    5    9    2    9    3    3    
Vardas7443          Pavarde7443         3    3    6    10   4    3    7    9    4    4    1    
Vardas7444          Pavarde7444         10   6    10   1    10   2    3    8    1    7    2    
Vardas7445          Pavarde7445         10   1    7    3    10   5    1    3    4    8    4    
Vardas7446          Pavarde7446         2    7    2    1    6    5    10   4    6    2    10   
Vardas7447          Pavarde7447         9    6    6    2    6    10   8    4    8    6    8    
Vardas7448          Pavarde7448         5    3    10   7    10   2    10   3    4    9    1    
Vardas7449          Pavarde7449         10   10   4    10   8    6    8    6    8    1    9    
Vardas7450          Pavarde7450         10   9    10   2    10   4    5    2    8    5    1    
Vardas7451          Pavarde7451         6    1    1    2    7    6    6    9    10   4    5    
Vardas7452          Pavarde7452         6    6    3    10   4    9    2    5    8    3    8    
Vardas7453          Pavarde7453         7    10   3    1    6    9    10   7    4    1    3    
Vardas7454          Pavarde7454         10   1    5    1    10   6    2    10   5    6    7    
Vardas7455          Pavarde7455         9    6    9    5    2    2    9    3    10   2    6    
Vardas7456          Pavarde7456         4    5    7    6    7    5    7    6    9    6    1    
Vardas7457          Pavarde7457         4    8    3    6    9    9    8    4    1    4    8    
Vardas7458          Pavarde7458         7    1    6    5    7    10   2    2    4    10   3    
Vardas7459          Pavarde7459         6    6    3    4    7    1    2    6    3    3    6    
Vardas7460          Pavarde7460         9    3    9    9    7    2    6    3    8    9    2    
Vardas7461          Pavarde7461         10   7    5    2    1    1    3    6    6    8    8    
Vardas7462          Pavarde7462         1    5    5    6    9    5    7    3    10   1    5    
Vardas7463          Pavarde7463         6    5    3    8    7    10   3    4    1    3    8    
Vardas7464          Pavarde7464         8    9    9    1    2    10   4    10   5    4    6    
Vardas7465          Pavarde7465         9    6    5    5    10   9    3    6    1    6    9    
Vardas7466          Pavarde7466         3    9    9    4    2    2    1    7    6    10   10   
Vardas7467          Pavarde7467         9    3    8    6    6    2    4    8    8    8    3    
Vardas7468          Pavarde7468         10   9    7    2    3    10   2    7    6    8    1    
Vardas7469          Pavarde7469         10   3    5    3    2    10   9    9    3    3    2    
Vardas7470          Pavarde7470         4    2    7    1    1    1    10   4    10   7    10   
Vardas7471          Pavarde7471         1    9    2    7    8    10   8    1    8    10   6    
Vardas7472          Pavarde7472         1    6    7    10   2    10   2    6    4    4    10   
Vardas7473          Pavarde7473         7    6    4    5    4    1    3    8    4    9    8    
Vardas7474          Pavarde7474         3    8    1    7    4    8    5    3    4    3    6    
Vardas7475          Pavarde7475         10   2    4    6    9    3    7    10   8    1    6    
Vardas7476          Pavarde7476         6    2    2    4    6    10   8    10   6    8    10   
Vardas7477          Pavarde7477         6    8    1    2    7    1    2    7    6    5    2    
Vardas7478          Pavarde7478         4    6    10   6    8    6    8    5    7    6    3    
Vardas7479          Pavarde7479         9    8    10   8    1    8    7    2    7    8    10   
Vardas7480          Pavarde7480         8    2    2    5    10   4    3    7    1    3    3    
Vardas7481          Pavarde7481         7    1    1    6    2    3    5    4    9    5    6    
Vardas7482          Pavarde7482         3    1    2    9    10   2    6    4    2    3    2    
Vardas7483          Pavarde7483         10   10   7    5    3    2    1    10   4    9    3    
Vardas7484          Pavarde7484         6    2    5    2    1    3    8    9    10   2    5    
Vardas7485          Pavarde7485         8    3    7    7    9    7    4    3    10   9    2    
Vardas7486          Pavarde7486         10   3    8    4    10   6    1    9    9    10   8    
Vardas7487          Pavarde7487         9    10   7    5    1    3    4    2    7    10   2    
Vardas7488          Pavarde7488         10   1    6    10   3    1    9    8    6    7    5    
Vardas7489          Pavarde7489         7    6    8    1    2    1    10   1    8    2    2    
Vardas7490          Pavarde7490         4    9    5    8    8    8    4    6    1    10   6    
Vardas7491          Pavarde7491         1    9    4    7    4    2    6    8    8    7    2    
Vardas7492          Pavarde7492         8    7    4    10   3    2    4    2    1    3    9    
Vardas7493          Pavarde7493         4    5    9    3    2    8    2    10   4    1    8    
Vardas7494          Pavarde7494         9    5    5    8    4    7    8    3    2    1    1    
Vardas7495          Pavarde7495         3    3    4    4    2    5    5    10   4    5    6    
Vardas7496          Pavarde7496         4    4    2    9    1    5    7    10   2    7    4    
Vardas7497          Pavarde7497         2    5    1    3    10   3    5    6    6    4    5    
Vardas7498          Pavarde7498         6    8    5    4    2    9    9    9    9    5    5    
Vardas7499          Pavarde7499         6    3    3    1    3    10   2    10   9    6    7    
Vardas7500          Pavarde7500         6    6    4    8    5    8    9    5    1    6    5    
Vardas7501          Pavarde7501         1    3    3    5    10   5    4    9    3    5    2    
Vardas7502          Pavarde7502         4    10   7    5    7    3    2    9    3    8    3    
Vardas7503          Pavarde7503         8    2    10   1    10   3    7    7    3    2    10   
Vardas7504          Pavarde7504         8    2    8    3    5    5    6    10   1    10   9    
Vardas7505          Pavarde7505         3    9    6    2    2    3    3    7    4    8    3    
Vardas7506          Pavarde7506         9    8    8    1    6    10   4    9    3    2    9    
Vardas7507          Pavarde7507         1    3    10   10   10   4    8    1    3    6    8    
Vardas7508          Pavarde7508         7    7    7    3    10   7    7    1    2    3    8    
Vardas7509          Pavarde7509         6    3    6    6    10   9    6    4    1    9    7    
Vardas7510          Pavarde7510         5    7    2    6    10   1    9    4    6    3    2    
Vardas7511          Pavarde7511         7    6    2    6    10   5    4    1    3    7    5    
Vardas7512          Pavarde7512         3    7    4    9    10   10   5    3    5    10   10   
Vardas7513          Pavarde7513         9    5    6    4    10   2    1    9    3    10   6    
Vardas7514          Pavarde7514         7    5    6    3    8    7    8    6    4    9    9    
Vardas7515          Pavarde7515         6    8    2    2    4    3    6    6    1    6    4    
Vardas7516          Pavarde7516         9    4    8    8    6    3    7    4    4    6    7    
Vardas7517          Pavarde7517         9    1    2    9    2    9    3    3    8    8    2    
Vardas7518          Pavarde7518         5    10   2    5    2    4    9    1    5    6    6    
Vardas7519          Pavarde7519         1    10   6    2    5    2    3    8    6    6    2    
Vardas7520          Pavarde7520         5    4    4    2    1    5    10   7    2    2    6    
Vardas7521          Pavarde7521         3    2    1    9    9    1    2    7    10   9    4    
Vardas7522          Pavarde7522         1    2    1    1    10   8    7    3    1    10   7    
Vardas7523          Pavarde7523         6    7    1    9    6    6    10   2    10   3    1    
Vardas7524          Pavarde7524         6    9    5    3    5    3    4    4    4    9    9    
Vardas7525          Pavarde7525         6    6    9    1    3    10   9    1    10   8    6    
Vardas7526          Pavarde7526         10   5    2    4    1    10   10   9    6    10   5    
Vardas7527          Pavarde7527         2    1    8    8    1    10   4    2    1    1    3    
Vardas7528          Pavarde7528         8    2    1    1    8    1    5    9    7    7    1    
Vardas7529          Pavarde7529         7    9    8    6    3    3    10   2    5    3    8    
Vardas7530          Pavarde7530         6    8    2    10   3    7    2    8    4    8    5    
Vardas7531          Pavarde7531         3    10   6    8    10   10   9    9    6    5    1    
Vardas7532          Pavarde7532         8    5    6    1    5    7    4    8    9    8    8    
Vardas7533          Pavarde7533         5    10   4    9    2    7    5    2    6    6    8    
Vardas7534          Pavarde7534         10   8    9    2    4    4    5    7    1    3    6    
Vardas7535          Pavarde7535         5    3    1    10   1    4    3    2    9    10   5    
Vardas7536          Pavarde7536         5    1    8    5    4    5    3    9    7    10   6    
Vardas7537          Pavarde7537         4    4    7    6    8    10   5    7    8    7    3    
Vardas7538          Pavarde7538         7    5    6    2    5    7    1    5    9    10   4    
Vardas7539          Pavarde7539         2    1    4    2    4    9    5    10   10   10   9    
Vardas7540          Pavarde7540         3    2    4    5    8    3    8    1    3    4    4    
Vardas7541          Pavarde7541         3    10   5    3    1    5    7    5    3    10   9    
Vardas7542          Pavarde7542         8    10   10   5    10   2    4    3    1    2    7    
Vardas7543          Pavarde7543         5    1    7    2    5    4    2    1    6    6    6    
Vardas7544          Pavarde7544         8    5    8    3    7    5    9    3    10   10   7    
Vardas7545          Pavarde7545         9    4    1    8    10   8    5    4    1    2    8    
Vardas7546          Pavarde7546         1    4    9    1    9    3    10   6    2    3    10   
Vardas7547          Pavarde7547         4    2    3    8    8    9    10   3    2    8    1    
Vardas7548          Pavarde7548         7    6    1    9    5    10   2    2    10   5    9    
Vardas7549          Pavarde7549         4    10   8    3    2    8    3    8    1    6    3    
Vardas7550          Pavarde7550         3    6    9    1    1    2    5    10   1    6    5    
Vardas7551          Pavarde7551         1    2    5    6    3    2    7    4    3    2    9    
Vardas7552          Pavarde7552         4    3    10   7    1    9    1    3    3    6    7    
Vardas7553          Pavarde7553         6    4    8    9    6    3    6    5    1    4    4    
Vardas7554          Pavarde7554         1    4    7    7    10   6    3    8    8    9    4    
Vardas7555          Pavarde7555         9    1    3    6    10   7    10   3    2    1    1    
Vardas7556          Pavarde7556         8    8    2    4    9    8    7    10   3    4    6    
Vardas7557          Pavarde7557         4    4    3    9    10   7    1    4    7    9    8    
Vardas7558          Pavarde7558         6    9    5    5    7    9    10   4    7    3    2    
Vardas7559          Pavarde7559         3    2    4    1    7    1    9    7    4    7    4    
Vardas7560          Pavarde7560         10   5    2    7    6    9    4    2    7    8    6    
Vardas7561          Pavarde7561         3    7    7    3    5    2    3    4    9    5    8    
Vardas7562          Pavarde7562         4    4    10   6    10   10   4    8    10   9    5    
Vardas7563          Pavarde7563         6    1    5    9    5    9    6    7    7    10   3    
